,ra,dec,mag
857,83.631054,-6.722952,14.314
858,57.50904,23.86247,13.95
859,165.83414166,35.96988004,4.79
860,213.2705,-12.02397,10.734
861,82.78,-4.6,14.3
862,187.7312033,31.8700431,13.934
863,67.183,25.077,15.6
864,83.598371,-6.310814,13.75
865,332.6633,2.7633,50.0
866,33.89325,33.96161,10.8
867,57.98805,23.996814,14.5
868,40.21879,44.87681,10.4
869,313.10887,44.60131,16.2
870,54.46767,22.70725,14.4
871,83.36871,-6.03506,13.642
872,83.806171,-5.513369,13.904
873,84.2212,-4.9967,15.4
874,83.6,-6.37,50.0
875,56.78392,24.30686,14.26
876,55.7175,24.7019,13.0
877,56.45392,23.85289,12.51
878,328.5275,-27.7072,50.0
879,57.14783,24.20094,16.0
880,70.14238,-41.86519,12.5
881,83.17908,-3.96617,15.4
882,317.46721,-39.83786,11.7
883,28.2048866,-22.43485817,7.072
884,264.66514314,61.23778691,8.99
885,82.08867,-5.72719,14.4
886,56.787454,22.292125,15.8
887,186.739042,27.014906,11.1
888,310.577,69.27356,16.5
889,55.77087,25.74314,15.9
890,328.04340798,5.62662767,11.836
891,84.41204,-6.88147,16.141
892,197.395633,28.985161,11.14
893,54.95400923,33.47341892,9.05
894,56.53621,24.67592,13.1
895,308.585254,43.683964,15.49
896,129.1921,19.3156,14.6
897,57.97467,24.04769,13.96
898,259.5021,-19.2144,16.0
899,24.75642,-17.95011,13.2
900,58.96558,23.07486,13.3
901,56.243996,24.391175,15.7
902,57.04671,23.66217,14.1
903,66.046,22.915,16.3
904,83.237104,-5.213249,16.0
905,58.27213,24.76758,15.4
906,315.46875,42.62144,15.1
907,69.95079,23.91525,15.1
908,56.55788,24.02369,15.5
909,164.120271,7.014658,9.507
910,105.8465483,34.6976045,10.2
911,83.3325,-6.07314,14.081
912,83.52596,-6.51253,13.207
913,305.59992,38.79039,13.8
914,139.82933,38.52314,10.3
915,84.9446,-6.415,14.6
916,82.93,-7.29469,15.9
917,55.86092,24.99433,11.4
918,57.56358,24.22675,14.64
919,57.33713,24.55706,15.7
920,82.35558,-6.55047,13.5
921,59.42904,25.38528,15.1
922,83.762204,-6.090336,13.78
923,289.240092,5.150606,15.6
924,66.47958,24.07203,14.5
925,83.665475,-6.120353,13.72
926,64.32717,8.82281,10.75
927,254.27379,-4.34889,9.432
928,83.787483,-5.971419,12.96
929,83.37042,-5.32564,15.7
930,83.98875,-6.674475,14.29
931,144.9432054,-41.06755832,8.231
932,39.7225,62.45494,13.3
933,55.355484,22.548937,13.95
934,66.320483,8.067764,14.94
935,55.88375,22.88033,15.0
936,70.31825,22.57025,14.5
937,57.78096,24.48103,13.98
938,56.703251,23.068745,13.689
939,186.6,25.89,15.1
940,84.073762,-4.409636,14.2
941,253.897054,-8.394475,12.24
942,56.3017,22.6975,14.9
943,56.93742,24.80272,15.0
944,341.25021,-33.25717,10.379
945,326.43467,20.77992,11.0
946,55.688212,43.461139,14.611
947,84.040058,-6.174753,16.3
948,18.12766324,-16.99898204,8.938
949,83.84275,-4.266772,16.4
950,54.945367,25.428664,13.5
951,12.13505,37.350347,14.74
952,139.67262,26.76461,12.8
953,55.23908,25.8495,13.3
954,99.86571,8.36878,16.0
955,83.700663,-5.708042,12.659
956,55.61679,25.19233,15.5
957,56.66775,24.93103,12.3
958,100.36325,9.86928,16.6
959,57.245683,25.103958,12.33
960,84.93808,-3.42147,13.54
961,83.75808,-6.50356,13.204
962,83.617885,-6.173548,12.15
963,56.918229,24.301936,12.3
964,96.83008,15.385,18.6
965,58.44825,23.74197,14.5
966,310.82542,40.30567,16.2
967,57.33567,25.81803,12.34
968,165.21012,12.06967,12.0
969,56.46033,23.87394,12.09
970,56.80692,23.83153,13.31
971,189.93142,25.51269,11.4
972,84.634121,-5.067694,12.96
973,84.037437,-5.746653,15.4
974,57.81588,23.28228,12.87
975,82.44129,-3.80503,16.6
976,56.8445,23.73531,15.0
977,12.242597,44.585865,10.45
978,83.81875,-5.67167,13.594
979,56.46933,25.86175,12.86
980,83.71833,-6.19917,13.926
981,81.72129,-5.98489,15.2
982,131.186704,19.406161,15.5
983,63.840554,-7.654822,11.17
984,358.389379,10.249708,50.0
985,57.387617,24.534106,13.9
986,55.045481,26.111404,14.4
987,84.25387,-6.55308,15.987
988,83.61671,-5.99792,13.2
989,55.63,24.82267,15.8
990,84.86283,-3.95103,14.8
991,57.89633,23.47997,15.1
992,83.62313,-4.75075,15.4
993,31.7930903,64.2864937,11.1
994,57.1333,24.08,14.5
995,68.48283,25.13419,15.3
996,83.33746,-6.37594,15.2
997,56.42371,25.68681,13.0
998,56.25471,24.778107,12.5
999,148.480133,20.946114,10.7
1000,274.46404,59.82703,18.9
1001,59.46167,24.86808,14.3
1002,82.28229,-6.16889,14.3
1003,55.989112,23.578325,13.5
1004,316.5696,44.6192,16.8
1005,34.7725,59.6917,14.8
1006,57.87475,23.89922,12.06
1007,82.13379,-4.11878,14.8
1008,84.29592,-2.85475,14.5
1009,91.2172339,-34.5600775,9.6
1010,58.62683,24.48469,15.0
1011,57.25408,24.90283,14.237
1012,309.068533,40.788578,16.2
1013,85.07967,-3.97011,13.9
1014,83.5305,-5.22931,12.624
1015,83.06107184,9.82080827,8.868
1016,85.99354,-5.96897,14.5
1017,83.70196,-5.6995,12.526
1018,57.07204,24.50444,14.29
1019,129.625,18.123,15.6
1020,68.85496,26.70933,15.3
1021,57.72483,24.76528,16.1
1022,15.07908178,-72.74327793,10.58
1023,306.56583,40.47111,15.0
1024,66.598,22.33222,14.1
1025,98.6925,10.45942,15.5
1026,83.78,-5.78,50.0
1027,55.51596,24.71261,11.73
1028,254.20236547,-39.09392275,8.773
1029,57.175575,25.007936,14.04
1030,84.29454,-6.59111,12.657
1031,56.877375,26.279125,14.2
1032,277.671604,45.205953,14.389
1033,56.11671,24.17156,13.46
1034,56.966929,22.880053,14.5
1035,83.607833,-4.940961,13.67
1036,56.05817,25.53764,14.07
1037,83.86525,-4.20083,15.9
1038,57.6415,24.87542,14.5
1039,59.40417,25.40556,15.5
1040,85.67925,-4.81892,16.1
1041,301.25912632,54.43424104,0.1
1042,83.25862,-4.14628,14.7
1043,185.1062868,0.5836734,8.71
1044,57.17421,25.02219,17.5
1045,83.698,-5.77503,13.9
1046,83.47088,-5.32872,12.324
1047,83.60492,-4.75303,15.3
1048,57.66567,23.01792,13.9
1049,57.15683,22.76933,12.69
1050,316.85542,66.50572,16.3
1051,131.933,18.355,15.5
1052,129.3451595,26.2066145,11.0
1053,83.719829,-5.465161,13.737
1054,259.87646,-19.44078,16.6
1055,298.260358,40.676067,15.53
1056,70.975,22.377,14.6
1057,82.08304,-3.44203,13.4
1058,83.889942,-6.306883,14.9
1059,47.809975,60.805356,13.7
1060,310.7048109,41.3833259,13.111
1061,83.72,-5.1,50.0
1062,246.33971,-26.40225,14.5
1063,157.878083,57.088456,11.1
1064,83.956475,-4.410686,14.2
1065,83.439396,-5.608989,14.34
1066,57.59546,22.18836,12.637
1067,83.347096,-5.907822,14.92
1068,67.25052,21.9226989,6.656
1069,301.93740551,-31.75398442,9.724
1070,55.98863,24.22236,15.1
1071,83.22988,-7.30092,16.2
1072,83.854642,-6.799047,13.194
1073,282.45567565,-23.83623032,7.703
1074,55.860144,22.711876,14.6
1075,57.55583,23.42747,16.3
1076,84.87683,-4.43486,12.8
1077,323.45375,-6.85278,13.807
1078,83.709575,-6.446781,14.361
1079,84.201058,-5.382536,16.3
1080,55.96213,23.27447,14.6
1081,82.682087,-6.109458,15.4
1082,56.88942,23.69253,13.16
1083,56.19933,24.21467,19.24
1084,58.03038,25.65017,16.2
1085,55.13183,24.54328,16.6
1086,185.529,27.723,13.0
1087,140.918075,32.329269,14.417
1088,101.91533,9.07511,14.8
1089,330.30468947,28.30690749,3.5
1090,315.13721,43.27283,14.5
1091,163.0593,5.919404,11.4
1092,84.103017,-6.087014,14.859
1093,288.621475,44.330817,18.4
1094,84.182388,-6.257933,14.567
1095,187.734846,-65.840103,11.09
1096,117.718075,22.530511,14.388
1097,66.12233,23.79403,14.4
1098,57.33129,24.80758,15.7
1099,84.06108,-5.62639,15.9
1100,56.619258,24.758994,12.59
1101,315.16433,42.36014,14.9
1102,59.09788,24.83244,11.6
1103,56.278282,23.614368,15.0
1104,56.30029,24.50511,16.0
1105,85.02263,-5.54575,16.1
1106,307.958,39.87,16.3
1107,352.9693165,19.9371906,12.165
1108,186.175,26.79,14.6
1109,89.982062,58.570892,10.5
1110,308.94279,41.19122,14.5
1111,82.75279,-5.70164,16.2
1112,15.49804,54.18272,11.4
1113,259.200854,77.881964,50.0
1114,83.88596,-4.33417,14.0
1115,84.07762,-5.0855,13.56
1116,260.95575,-21.89192,14.6
1117,311.4158,43.8125,15.6
1118,58.50363,22.76861,18.0
1119,57.14788,23.76822,14.3
1120,57.111463,25.058442,14.9
1121,55.8675,24.892,15.04
1122,83.19429,-3.23664,14.5
1123,56.957075,24.47115,14.5
1124,85.40429,-1.66453,15.0
1125,57.03683,24.49431,16.2
1126,207.266871,26.978931,8.01
1127,99.48308,8.229,15.3
1128,84.021438,-4.851111,13.88
1129,57.98,25.42,50.0
1130,56.63383,23.983,13.9
1131,130.283,17.817,17.5
1132,52.16221,-15.62142,13.933
1133,57.17613,24.62094,15.3
1134,55.129833,25.148058,14.22
1135,69.07,23.48,16.0
1136,30.646,60.47,11.9
1137,83.404346,-5.385281,13.89
1138,76.29919,-12.007934,10.35
1139,83.40004,-5.88178,15.4
1140,59.06479,25.48997,16.0
1141,56.575175,22.710069,15.6
1142,83.606446,-5.617297,15.076
1143,305.638646,41.484433,16.4
1144,57.295958,24.3476,13.1
1145,35.192746,2.977094,11.4
1146,100.11496,9.84769,15.6
1147,45.46412313,-16.59336397,7.887
1148,83.845162,53.267417,13.797
1149,57.385558,23.928514,14.8
1150,69.158113,23.042161,14.8
1151,58.54783,25.31194,15.25
1152,203.5754,-63.2367,50.0
1153,83.996829,-4.979511,13.77
1154,83.71104,-6.03964,12.4
1155,56.64963,23.96703,14.02
1156,19.3513,65.4353,11.1
1157,57.02425,23.03419,13.74
1158,55.461421,25.088672,15.1
1159,63.070965,64.7321425,10.6
1160,247.185596,-25.916347,15.6
1161,223.62182125,16.10106307,7.872
1162,55.90383,24.39394,14.3
1163,42.867,63.233,15.4
1164,162.945,-61.35436,19.8
1165,274.829746,48.313297,15.029
1166,83.774008,-5.565503,13.849
1167,56.96225,24.50525,13.732
1168,84.27046,-5.62019,15.8
1169,83.0271,-4.5794,15.6
1170,84.29521,-6.50422,14.739
1171,56.403,24.65189,13.88
1172,82.235471,12.531531,11.0
1173,313.24904,41.94003,15.7
1174,56.33325,26.05869,16.6
1175,83.46179,-7.02125,14.0
1176,82.38392,-7.40369,50.0
1177,234.86933,-12.56133,14.6
1178,311.95488,43.00103,15.9
1179,176.925404,0.251697,12.7
1180,83.450762,-4.657617,15.3
1181,357.150238,-27.660817,9.88
1182,205.17412,7.08664,15.5
1183,57.96075,22.89572,13.5
1184,83.82633,-5.40133,12.7
1185,84.15554,-5.73539,17.3
1186,41.06462098,25.52336356,8.115
1187,138.6028989,52.68641461,6.0
1188,83.675,-7.6042,15.2
1189,192.39246,9.47525,12.916
1190,83.178925,-6.610675,16.2
1191,83.607862,-6.06445,15.2
1192,82.66617,-7.05275,13.8
1193,246.51808,-24.96431,11.8
1194,128.126971,-1.577239,18.44
1195,55.506941,22.3908,15.0
1196,56.887692,25.638517,16.5
1197,56.98083,25.56597,15.0
1198,56.85767,22.34933,12.22
1199,83.69475,-4.96225,14.0
1200,57.321604,24.346981,16.6
1201,56.12529,25.59639,13.072
1202,83.711029,-4.592492,13.5
1203,66.3,22.05,16.2
1204,84.1865,-6.74125,15.214
1205,84.2704,-4.23,14.8
1206,83.65742,-4.32447,17.5
1207,56.76571,23.61633,12.89
1208,56.58565,24.44625,15.2
1209,83.5745,-3.55983,14.8
1210,30.6845,13.576,10.9
1211,345.512417,-2.194392,18.0
1212,247.8282842,40.8643895,11.0
1213,312.359,67.831,15.4
1214,56.49746,22.43742,16.0
1215,127.455604,26.776039,9.5
1216,83.011,-3.45983,14.5
1217,83.437421,-6.233474,12.693
1218,57.3995,22.15147,12.065
1219,83.702,-4.38619,16.2
1220,56.95738,24.42872,15.23
1221,248.86421,35.01603,9.8
1222,55.053046,23.159986,16.3
1223,56.36888,22.98456,17.11
1224,55.494367,22.950556,13.3
1225,56.92158,23.74033,12.37
1226,13.277,48.49403,10.9
1227,56.09129,24.76842,12.96
1228,57.06842,22.54458,12.754
1229,67.5998,17.499761,14.36
1230,34.75954,23.88197,10.9
1231,56.99887,24.73133,12.0
1232,83.25,-6.38,16.2
1233,68.16912,22.703,15.1
1234,55.905469,25.408987,13.978
1235,84.1204,-5.2456,50.0
1236,83.7339,-5.100489,14.1
1237,56.27738,23.68336,13.4
1238,83.89104,-5.63908,14.413
1239,35.3205,19.67219,50.0
1240,84.30792,-6.30375,13.8
1241,57.16842,24.60953,15.09
1242,102.7065,10.40139,15.0
1243,104.4879953,62.3220462,10.2
1244,323.09158,24.56164,9.7
1245,57.33579,24.77667,11.4
1246,56.701304,24.301675,13.57
1247,57.18033,24.5565,15.7
1248,54.599596,23.198583,13.9
1249,112.7553842,46.0073259,13.838
1250,83.75588,-1.75533,15.0
1251,83.43663,-5.23608,14.5
1252,83.61275,-5.54142,13.438
1253,66.3064456,17.2681778,13.044
1254,55.56467,25.04044,16.5
1255,130.402258,17.561928,13.2
1256,194.2197198,23.4974214,13.0
1257,138.59496486,52.68658906,6.0
1258,57.31408,24.56731,12.55
1259,83.867283,-5.170514,12.95
1260,83.485575,-5.113242,13.02
1261,198.87804,-64.63531,22.5
1262,100.44771,9.63131,16.5
1263,68.59125,25.52878,15.9
1264,84.2,-5.6,50.0
1265,84.496054,-6.979533,14.16
1266,56.65529,24.34353,10.97
1267,99.92929,9.17419,15.8
1268,83.49775,-4.71794,15.5
1269,56.309212,25.0888,12.716
1270,10.677,40.14033,16.4
1271,130.829971,48.025647,50.0
1272,56.82113,25.94419,16.7
1273,56.01496,26.236,15.2
1274,128.870325,18.205647,13.0
1275,69.09008,24.60161,15.0
1276,309.1067,40.020497,15.6
1277,162.052429,-11.335619,11.25
1278,85.73283,-7.31064,11.4
1279,82.98542,-4.44728,12.5
1280,55.62258,22.79061,13.07
1281,100.3,9.43,19.0
1282,84.135083,-6.678611,15.137
1283,58.2315,22.91583,15.0
1284,55.78467,25.61919,13.0
1285,82.827604,-6.035147,16.2
1286,55.736075,25.980692,17.79
1287,314.7754,42.6422,12.5
1288,57.89796,25.49981,15.2
1289,56.615738,23.5927,11.52
1290,241.87312,-23.13947,15.6
1291,17.855935,15.439305,11.03
1292,57.451813,22.180164,14.67
1293,129.592,20.228,15.0
1294,129.72087,19.86011,15.5
1295,352.347756,41.468578,10.0
1296,203.18586963,16.81083881,10.5
1297,57.80771,25.38656,14.3
1298,56.2995,23.11486,14.6
1299,139.84527782,62.05468646,10.0
1300,83.34596,-4.68367,15.0
1301,57.73588,25.58519,14.069
1302,3.76,-72.84239,12.7
1303,83.9005,-7.15142,14.6
1304,83.17779,-4.99203,14.7
1305,57.48237,24.74214,13.74
1306,57.12938,24.28153,13.58
1307,84.72183,-4.0475,16.7
1308,83.93975,-6.75547,14.814
1309,56.727492,24.986197,17.2
1310,57.25417,22.980446,13.23
1311,83.942179,-5.18105,13.113
1312,55.76633,25.3385,15.6
1313,111.203708,53.664497,17.8
1314,313.99608,40.94561,16.3
1315,83.988783,-6.260478,14.105
1316,56.19854,25.916,14.8
1317,55.536875,25.756892,13.8
1318,47.733,62.713,12.1
1319,56.93538,24.48444,14.3
1320,84.8104,-2.3269,14.8
1321,69.228,25.8475,15.4
1322,84.608,-7.142,16.1
1323,69.42054878,52.89361405,7.0
1324,83.07329,-6.76539,14.1
1325,312.743267,44.245667,15.7
1326,119.6290592,15.5040169,14.12
1327,57.38917,24.0105,14.0
1328,98.39433,10.04792,14.9
1329,83.42,-5.57,16.1
1330,185.47162,-63.79264,15.0
1331,56.443362,22.113069,18.31
1332,83.742729,-2.983603,14.1
1333,84.516233,-4.278569,13.0
1334,307.02435,40.277875,14.0
1335,85.92821,-4.90558,13.5
1336,58.14358,22.50217,13.606
1337,58.98504,25.30008,14.111
1338,338.3444136,-9.614927,10.07
1339,100.3,9.92,17.0
1340,311.39662,42.87036,16.5
1341,83.7492,-4.5847,18.0
1342,59.49846,24.4875,15.8
1343,69.7,22.965,16.1
1344,59.237842,24.809643,13.505
1345,68.15946,22.30714,14.3
1346,56.4942,22.3325,16.2
1347,56.84,22.36986,14.0
1348,8.1449965,7.4908214,12.253
1349,68.68833,22.33622,15.5
1350,57.75963,25.05547,12.12
1351,55.54546,24.08572,13.44
1352,80.72,-4.6,17.6
1353,32.2234271,49.4490206,9.6
1354,57.908425,23.183169,11.85
1355,351.417359,53.134899,13.5
1356,83.656975,-5.717911,13.32
1357,58.28967,26.00183,14.3
1358,56.877492,24.370589,13.502
1359,56.78058,23.22636,12.09
1360,83.689787,-4.602142,12.75
1361,163.06662,-61.39686,21.3
1362,85.6912,-5.8303,15.0
1363,314.01904,43.00769,16.6
1364,39.82229,7.47139,11.0
1365,56.60575,24.16014,13.37
1366,355.99786902,64.74136944,10.1
1367,30.196917,-10.355828,13.846
1368,82.88196,-4.20681,13.7
1369,130.712,18.235,16.1
1370,55.91263,23.73486,14.0
1371,84.80362,-6.82272,14.3
1372,55.49554,25.329,12.2
1373,84.042108,-5.368058,13.26
1374,185.4433,1.9422,50.0
1375,294.67025,27.59903,12.3
1376,68.67821,24.76981,15.0
1377,271.887196,-15.962906,10.31
1378,66.58163,22.54494,14.8
1379,83.895454,-5.487353,12.624
1380,313.442,44.34,15.9
1381,310.7712,44.3094,17.2
1382,55.721896,23.447108,11.91
1383,68.3545,22.68269,15.7
1384,55.829181,22.786299,15.4
1385,84.062229,-5.259356,13.34
1386,84.20417,-5.94697,14.9
1387,58.64496,21.88394,13.283
1388,84.1,-6.43,14.85
1389,84.312,-6.32772,16.5
1390,312.22462,41.21439,16.1
1391,81.77612,-6.39361,16.1
1392,129.1229,20.6592,17.0
1393,317.18945419,-4.42692608,9.4
1394,82.96242,-7.00158,14.1
1395,68.391525,20.746064,11.43
1396,55.11037,23.97314,13.5
1397,83.37158,-5.76139,18.0
1398,82.2321,-4.6958,13.6
1399,10.63433,41.67094,18.2
1400,55.65842,24.68889,15.7
1401,68.2175,26.5847,15.0
1402,131.837,19.442,16.1
1403,83.5779,-3.7753,15.3
1404,57.36517,24.53175,13.541
1405,55.5,23.358,15.5
1406,83.968838,-4.501517,13.13
1407,58.08187,23.62422,15.9
1408,55.98204,24.42639,12.539
1409,99.79608,9.33658,13.7
1410,57.31838,24.06367,13.033
1411,61.767833,33.485042,13.939
1412,352.55598627,-20.39096816,8.599
1413,57.53504,25.54892,15.02
1414,58.09092,24.66408,15.4
1415,83.409,-4.20875,14.4
1416,187.975,25.157,15.3
1417,57.13262,24.03306,15.1
1418,280.4058068,39.7033959,10.5
1419,131.55,18.783,15.7
1420,57.274408,23.739756,12.94
1421,58.60429,24.71214,15.49
1422,84.198071,-6.138975,14.322
1423,56.66671,23.78297,16.0
1424,184.747481,11.126083,10.1
1425,56.62567,22.22392,14.2
1426,66.77175,25.14122,15.6
1427,55.69812,25.29769,15.5
1428,314.489604,43.835819,16.28
1429,68.346,22.588,15.6
1430,83.47564,-6.110444,14.245
1431,56.487315,23.02478,15.1
1432,352.967383,19.937294,9.946
1433,57.33458,25.4285,14.8
1434,259.97076,26.500732,8.8
1435,100.41504,9.55553,14.5
1436,55.83571,24.44308,14.5
1437,54.72037,25.23644,12.43
1438,56.086911,23.561148,14.0
1439,84.915225,-5.460433,15.9
1440,313.09625,41.64094,16.1
1441,84.035,-4.48128,15.7
1442,56.84938,23.14922,14.51
1443,162.6593395,51.7504378,10.9
1444,83.984087,-5.874575,15.7
1445,311.56063,67.16322,15.2
1446,55.67658,23.50286,11.167
1447,57.7135,22.20075,14.0
1448,59.737621,23.708746,13.264
1449,83.73675,-6.76528,16.4
1450,315.81763,44.56464,14.6
1451,319.0242203,29.864172,9.8
1452,84.319771,-4.020739,15.4
1453,316.80179,42.42594,14.2
1454,316.73026646,38.74205645,3.55
1455,131.10821,51.64181,14.95
1456,84.29138,-6.76292,14.299
1457,278.9659145,80.0943417,10.3
1458,55.73846,25.51803,14.0
1459,69.301133,23.604478,16.3
1460,84.65579,-3.50564,16.1
1461,57.27463,23.10617,13.6
1462,100.13658,8.85039,16.6
1463,308.4242,44.3906,13.8
1464,55.60954,22.89467,12.64
1465,19.111083,55.291547,18.8
1466,278.32399984,22.31425134,7.642
1467,99.74254,8.36081,15.8
1468,187.5046,-62.3061,14.0
1469,83.23825,-5.67228,15.6
1470,67.6591306,22.9080206,12.563
1471,58.20288,21.70786,12.773
1472,129.046,20.027,21.0
1473,164.962421,41.172497,14.533
1474,82.97,-4.43,15.08
1475,66.618,22.51511,14.6
1476,56.52183,22.98167,12.319
1477,82.9325,-7.6053,15.0
1478,129.9637,20.580547,14.5
1479,57.93008,23.85078,15.9
1480,83.19742,-4.49908,14.0
1481,253.08096,57.75664,50.0
1482,84.48238,-6.41203,13.0
1483,56.29142,23.41922,15.0
1484,178.46946,6.99892,13.0
1485,277.54846,-24.87414,10.2
1486,57.59179,22.62575,15.3
1487,84.37775,-6.93511,13.929
1488,83.85546,-3.55814,14.6
1489,83.6696,-4.3592,15.0
1490,175.84833,25.30383,10.7
1491,83.27258,-4.95358,15.4
1492,184.553237,26.820958,12.78
1493,193.72965,-6.334428,16.13
1494,55.773034,24.824606,13.07
1495,315.2,44.163,16.6
1496,84.085704,-5.694361,13.99
1497,83.58642,-5.5135,13.116
1498,84.092477,-7.268454,14.321
1499,83.1021,-5.0547,15.0
1500,83.96067,-6.55483,13.978
1501,55.987472,23.951664,12.8
1502,130.154,19.488,50.0
1503,82.86,-5.61,15.2
1504,358.586554,61.817486,10.8
1505,83.721021,-5.057533,13.23
1506,66.06708,26.27531,14.2
1507,135.95,32.83,15.1
1508,310.79367,-69.71286,11.0
1509,244.27246917,55.26919386,8.55
1510,18.3501239,-22.9021473,13.955
1511,56.73788,23.25069,13.287
1512,57.80479,25.00214,15.7
1513,165.821012,49.807078,13.544
1514,66.33925,22.81781,14.5
1515,56.5054,23.7208,16.2
1516,58.420629,24.419389,13.784
1517,57.85167,24.08742,12.08
1518,56.01179,25.65633,11.763
1519,57.62533,22.00536,14.3
1520,129.791096,19.783036,14.8
1521,84.2396,-7.0367,14.8
1522,176.9197824,0.2555962,10.506
1523,311.217,43.733,14.3
1524,311.237,-31.307,50.0
1525,83.725208,-6.397417,12.486
1526,56.11762,25.26053,15.9
1527,236.522542,37.829394,18.05
1528,58.438725,25.926106,15.2
1529,58.64004,25.67881,12.55
1530,83.03729,-5.04219,13.5
1531,69.17042,26.72161,14.7
1532,55.767458,22.800989,12.96
1533,54.70629,23.86425,15.3
1534,57.16517,26.30436,15.6
1535,24.75604,-17.95056,12.7
1536,83.045,-4.92667,15.1
1537,56.153,24.601,15.9
1538,327.53624965,17.28584969,5.344
1539,83.15,-5.22,15.0
1540,83.746,-6.70492,14.276
1541,289.07229,-9.45364,14.1
1542,131.454,19.845,14.5
1543,56.20862,24.41756,13.9
1544,84.08567,-7.09217,13.622
1545,84.63313,-6.60689,15.2
1546,58.03638,26.14678,15.7
1547,56.861511,23.634094,14.0
1548,82.44875,-6.973269,16.26
1549,82.95571,-6.00539,13.1
1550,83.679771,-5.744453,14.38
1551,250.025,0.70522,10.6
1552,84.004596,-6.258736,13.498
1553,120.8525,38.30997,15.9
1554,54.7245,24.41886,13.96
1555,58.352042,25.035339,15.07
1556,55.58975,24.66467,12.66
1557,58.11904,24.85983,15.0
1558,83.582887,-6.313308,14.86
1559,132.0087,20.0983,16.3
1560,84.53888,-6.69589,17.1
1561,56.737808,25.070919,16.0
1562,82.77492,-4.07322,14.9
1563,127.642,19.037,14.9
1564,82.452412,-7.005664,13.4
1565,161.44267,-2.48567,50.0
1566,195.65088,6.03008,50.0
1567,58.953021,23.926772,12.563
1568,100.15917,9.49792,15.23
1569,84.8817,-2.8192,15.6
1570,28.143212,26.050836,50.0
1571,81.939875,-4.508136,13.5
1572,353.922204,6.189042,12.1
1573,83.58487,-3.45986,19.6
1574,55.096032,25.496622,14.16
1575,5.40527144,-46.09261184,9.93
1576,178.532967,9.806339,9.92
1577,66.65771,25.56494,13.1
1578,277.86408,-31.42469,14.9
1579,3.90471,63.88425,13.2
1580,15.83217,62.36547,10.4
1581,195.139608,5.685586,10.0
1582,55.01504,24.50086,16.4
1583,130.346,20.205,16.6
1584,128.930762,19.246806,13.4
1585,56.11371,24.84397,14.0
1586,83.15067,-4.11247,15.5
1587,57.09,25.72864,15.7
1588,67.849258,24.181369,13.7
1589,66.51383,24.70969,14.2
1590,83.5313,-6.0797,16.7
1591,224.159642,-28.163161,12.433
1592,99.981775,9.792161,13.927
1593,57.03317,23.73994,14.5
1594,83.437221,-5.519053,15.9
1595,83.62438,-3.67997,16.0
1596,70.97,26.5,18.7
1597,322.698487,-40.708058,10.35
1598,83.995487,-6.044367,15.5
1599,34.291383,35.442506,11.4
1600,83.892475,-6.662031,14.127
1601,11.14571,-18.95169,15.9
1602,57.023799,22.636011,15.0
1603,57.11679,23.30078,11.43
1604,54.13013,22.7825,11.1
1605,55.04033,23.17578,14.1
1606,57.166263,24.211967,14.12
1607,57.62483,25.05197,14.0
1608,85.27779,-5.70489,14.4
1609,83.47254,-6.28617,14.595
1610,54.783817,24.770717,13.573
1611,83.951625,-6.293378,11.9
1612,84.021508,-6.423722,13.331
1613,70.21908,22.84594,13.6
1614,57.98962,25.80878,14.96
1615,56.7125,26.3258,14.3
1616,55.79583,25.4175,14.3
1617,164.77658,30.25358,11.7
1618,58.719,24.57625,11.587
1619,55.613765,22.573578,14.45
1620,56.600204,23.038508,15.5
1621,356.38033,-16.17217,14.161
1622,55.02821,23.3655,14.4
1623,55.864304,22.628161,14.8
1624,57.77321,24.73681,12.35
1625,214.26229,31.71311,9.9
1626,57.97708,23.55883,14.357
1627,275.44267,-36.6175,15.2
1628,29.84797781,58.52113231,11.871
1629,267.483908,37.921664,15.16
1630,172.94381588,-41.04643896,8.838
1631,82.9621,-5.7019,15.6
1632,100.39758,9.822,16.3
1633,55.806229,24.386397,16.4
1634,57.84946,22.11339,11.828
1635,100.71808,10.31333,15.7
1636,201.831954,-31.177619,13.6
1637,83.985042,-4.191225,16.0
1638,86.46642,22.87986,13.0
1639,84.40279,-7.05128,14.5
1640,83.32625,-7.032,14.6
1641,84.96592,-3.78053,15.8
1642,130.696,21.02,19.5
1643,56.30475,24.25661,15.6
1644,83.824879,-5.827103,13.13
1645,55.414062,22.349172,16.2
1646,56.423258,24.075644,14.0
1647,69.8466392,33.5304192,13.941
1648,55.474317,23.545392,13.6
1649,57.50267,25.39886,11.67
1650,56.068531,23.617867,15.0
1651,56.53488,23.3475,12.26
1652,83.661429,-6.105369,12.81
1653,83.81167,-7.30194,14.7
1654,83.847879,-6.023667,13.24
1655,84.530279,-5.021733,15.19
1656,84.40971,-4.22017,15.1
1657,58.08588,24.56581,16.5
1658,57.29683,22.17681,12.1
1659,84.039546,-6.310092,13.061
1660,58.543121,23.093431,16.1
1661,10.42254,44.18142,14.251
1662,318.17095,48.931878,16.07
1663,85.17262,-6.50839,13.1
1664,92.64423054,-21.86464214,6.121
1665,1.8013,67.2114,17.1
1666,188.1096909,20.3910053,12.513
1667,84.40592,-5.87272,15.7
1668,100.72783,9.20564,14.9
1669,81.9483,-6.8353,16.0
1670,4.606242,44.027122,10.3
1671,56.23888,23.99236,14.0
